# Consumer OID demand matrix -- plan row F3(b).
# Consumer: etherscope-nxg
# Capture window (UTC): 2026-09-06T01:14:11Z .. 2026-09-06T07:06:25Z
# SNMP request datagrams to udp/161: 514504
# ... on a pack VLAN and a mapped pack address: 390198
# ... on a non-pack VLAN (lab infrastructure): 82337
# ... on a pack VLAN but an unmapped address: 10771 across 515 addresses
# ... undecodable as an SNMP request: 0
# Regenerate:
#   NIAC_ROLE_MAP_OUT=roles.tsv go test ./internal/scenario -run TestWritePackDeviceRoles
#   python3 scripts/extract-oid-demand.py --pcap <capture> --roles roles.tsv --out <this file>
pack	role	pdu	oid	requests
campus	firewall	getbulk	.1.3.6.1.2.1.2.2.1.6	64
campus	firewall	getbulk	.1.3.6.1.2.1.2.2.1.6.3	16
campus	firewall	getbulk	.1.3.6.1.2.1.2.2.1.6.6	16
campus	firewall	getbulk	.1.3.6.1.2.1.2.2.1.8	16
campus	firewall	getbulk	.1.3.6.1.2.1.2.2.1.8.3	16
campus	firewall	getbulk	.1.3.6.1.2.1.2.2.1.8.6	16
campus	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.1	16
campus	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.15	16
campus	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.18	16
campus	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.2	16
campus	firewall	getbulk	.1.3.6.1.2.1.31.1.1.1.9	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.20.1.1	80
campus	firewall	getbulk	.1.3.6.1.2.1.4.20.1.2	80
campus	firewall	getbulk	.1.3.6.1.2.1.4.20.1.3	80
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.40	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.48	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.56	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.1.203.0.113.64	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.40	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.48	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.56	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.11.203.0.113.64	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.40	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.48	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.56	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.2.203.0.113.64	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.40	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.48	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.56	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.7.203.0.113.64	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.40	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.48	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.56	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.21.1.8.203.0.113.64	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.71.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.72.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.73.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.5.10.74.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.6.203.0.113.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.6.203.0.113.49	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.6.203.0.113.57	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.2.6.203.0.113.65	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.71.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.72.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.73.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.5.10.74.200.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.6.203.0.113.41	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.6.203.0.113.49	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.6.203.0.113.57	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.22.1.4.6.203.0.113.65	4
campus	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.1	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.2	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.4	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.5	16
campus	firewall	getbulk	.1.3.6.1.2.1.4.24.4.1.6	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.10	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.11	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.12	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.13	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.15	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.5	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.8	16
campus	firewall	getbulk	.1.3.6.1.2.1.47.1.1.1.1.9	16
campus	firewall	getbulk	.1.3.6.1.2.1.68.1.3.1.2	48
campus	firewall	getbulk	.1.3.6.1.2.1.68.1.3.1.5	48
campus	firewall	getbulk	.1.3.6.1.2.1.68.1.3.1.7	48
campus	firewall	getbulk	.1.3.6.1.2.1.68.1.3.1.8	48
campus	firewall	getbulk	.1.3.6.1.2.1.68.1.4.1.2	48
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9	16
campus	firewall	getbulk	.1.3.6.1.4.1.9.9.272.1.1.1.1.1.1	16
campus	firewall	getnext	.1.0.8802.1.1.1.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.1.2	16
campus	firewall	getnext	.1.3.6.1.2.1.10.7.2	16
campus	firewall	getnext	.1.3.6.1.2.1.16.1	16
campus	firewall	getnext	.1.3.6.1.2.1.16.11	16
campus	firewall	getnext	.1.3.6.1.2.1.17.1.4.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.17.2	16
campus	firewall	getnext	.1.3.6.1.2.1.17.2.15.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.17.3	16
campus	firewall	getnext	.1.3.6.1.2.1.17.4	16
campus	firewall	getnext	.1.3.6.1.2.1.17.4.3.1.2	16
campus	firewall	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2	16
campus	firewall	getnext	.1.3.6.1.2.1.2.1	16
campus	firewall	getnext	.1.3.6.1.2.1.25.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.26.2.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.31.1.1	16
campus	firewall	getnext	.1.3.6.1.2.1.43	16
campus	firewall	getnext	.1.3.6.1.2.1.47.1.1.1.1.4	16
campus	firewall	getnext	.1.3.6.1.2.1.47.1.3.2.1.2	16
campus	host	get	.1.3.6.1.2.1.1.1.0	1024
campus	host	get	.1.3.6.1.2.1.1.2.0	1024
campus	host	get	.1.3.6.1.2.1.1.3.0	1024
campus	host	get	.1.3.6.1.2.1.1.4.0	1024
campus	host	get	.1.3.6.1.2.1.1.5.0	1024
campus	host	get	.1.3.6.1.2.1.1.6.0	1024
campus	layer3-switch	get	.1.3.6.1.2.1.1.1.0	145
campus	layer3-switch	get	.1.3.6.1.2.1.1.2.0	145
campus	layer3-switch	get	.1.3.6.1.2.1.1.3.0	865
campus	layer3-switch	get	.1.3.6.1.2.1.1.4.0	145
campus	layer3-switch	get	.1.3.6.1.2.1.1.5.0	145
campus	layer3-switch	get	.1.3.6.1.2.1.1.6.0	145
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.10.7.2.1.19.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.17.1.1	16
campus	layer3-switch	get	.1.3.6.1.2.1.17.7.1.2.2.1.2.0.0.192.23.83.98.4	16
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.13.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.14.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.15.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.19.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.20.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.5.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.2.2.1.8.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.10.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.11.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.12.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.13.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.15.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.6.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.7.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.14	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.15	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.2	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.3	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.4	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.5	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.6	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.7	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.8	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.8.9	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.9.1	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.9.10	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.9.11	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.9.12	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.9.13	48
campus	layer3-switch	get	.1.3.6.1.2.1.31.1.1.1.9.14	48
